"","first.first","first.middle","first.last","middle.first","middle.middle","middle.last","last.first","last.middle","last.last","size","band","first.start","second.start","last.start","last.second","maxDyLowerEst"
"1",0,NA,NA,NA,0.0734111696460459,NA,NA,NA,0,8.63636363636364,NA,NA,NA,NA,NA,NA
"2",0,0.051596014287519,0.598647143690398,0.051596014287519,0.017463922677079,0.227770881369355,0.598647143690398,0.227770881369355,0,118,"1A","X:201288-201410","X:243399-243720","X:201413-201768","X:243050-243396",0.210306958692276
"3",0,0.133195143909323,0.350147234381159,0.133195143909323,0.00898471931809243,0.341171139618008,0.350147234381159,0.341171139618008,0,4,"2B","X:1539520-1539663","X:1540379-1540690","X:1539689-1540024","X:1540038-1540373",0.332186420299916
"4",0,0.0762913892817434,0.547071741459972,0.0762913892817434,0.0215012330393176,0.321964987170451,0.547071741459972,0.321964987170451,0,5,"2B","X:1703371-1703513","X:1704575-1704749","X:1703526-1703872","X:1704223-1704570",0.300463754131133
"5",0,0.00495324987045063,NA,0.00495324987045063,0.00391560125173814,0.00728347353145594,NA,0.00728347353145594,0,5,"2E","X:2210389-2210456","X:2211599-2211737","X:2210488-2210850","X:2211205-2211567",0.0033678722797178
"6",0,0.0445073591554544,NA,0.0445073591554544,0.0298928826551006,0.0396346383463625,NA,0.0396346383463625,0,14,"3A","X:2420022-2420089","X:2424442-2424601","X:2420149-2420461","X:2424085-2424397",0.0146144765003538
"7",0,0.333153798413772,0.615092794054361,0.333153798413772,0.0835978124348298,0.446577213588174,0.615092794054361,0.446577213588174,0,4,"3B","X:2768725-2769006","X:2769728-2769928","X:2769007-2769365","X:2769366-2769720",0.362979401153344
"8",0,0.502499256410402,NA,0.502499256410402,0.432360074303091,0.423350642670822,NA,0.423350642670822,0,4,"4C","X:4662719-4662854","X:4663586-4663675","X:4662876-4663222","X:4663225-4663580",0.0701391821073115
"9",0,0.360513162774264,NA,0.360513162774264,0.0357831082463905,NA,NA,NA,0,4,"4C","X:4714086-4714221","X:4714771-4714893","X:4714234-4714406","X:4714431-4714765",0.324730054527874
"10",0,0.588239281922498,NA,0.588239281922498,0.122619333724583,0.30911870081616,NA,0.30911870081616,0,4,"5A","X:5490066-5490203","X:5491286-5491467","X:5490210-5490574","X:5490902-5491255",0.465619948197915
"11",0,0.0178570912927901,0.0375026568765562,0.0178570912927901,0.0244056131540454,0.0412715895933316,0.0375026568765562,0.0412715895933316,0,6,"5A","X:5521450-5521805","X:5523588-5523943","X:5521810-5522165","X:5522890-5523249",0.0168659764392862
"12",0,0.249504041165981,0.653461229059204,0.249504041165981,0.0378025438110686,0.290126218140201,0.653461229059204,0.290126218140201,0,4,"5D","X:5979411-5979587","X:5980327-5980546","X:5979616-5979944","X:5979973-5980307",0.252323674329132
"13",0,0.388442407271017,0.330797948537736,0.388442407271017,0.0950845960488605,0.143232782329974,0.330797948537736,0.143232782329974,0,4,"5D","X:6023359-6023479","X:6024200-6024376","X:6023480-6023825","X:6023844-6024180",0.293357811222156
"14",0,0.366373140180559,0.397061330557126,0.366373140180559,0.0671678885404265,0.681017895471856,0.397061330557126,0.681017895471856,0,4,"5E","X:6206391-6206484","X:6207495-6207849","X:6206773-6207131","X:6207132-6207490",0.613850006931429
"15",0,0.352564938024105,0.643467012875619,0.352564938024105,0.0415615557181089,0.284825516581266,0.643467012875619,0.284825516581266,0,4,"5F","X:6383523-6383693","X:6385407-6385521","X:6383723-6384058","X:6385030-6385368",0.311003382305996
"16",0,0.0301398959573548,0.307934951780992,0.0301398959573548,0.0188084523990966,0.0522951056053777,0.307934951780992,0.0522951056053777,0,13,"6E","X:6953087-6953244","X:6957246-6957319","X:6953292-6953605","X:6956878-6957181",0.0334866532062811
"17",0,0.137732107134434,0.104942987967872,0.137732107134434,0.0915414652730658,0.0459550564115192,0.104942987967872,0.0459550564115192,0,6,"6E","X:7017074-7017196","X:7018668-7018981","X:7017241-7017554","X:7018311-7018624",0.0461906418613682
